date,cases_total,deaths_total,recovered_total,cases_new,deaths_new,recovered_new
7/18/22,563831363,6391734,0,1198043,2078,0
7/19/22,565376142,6394813,0,1544779,3079,0
7/20/22,566978238,6397714,0,1602096,2901,0
7/21/22,568132310,6400258,0,1154072,2544,0
7/22/22,569227609,6403118,0,1095299,2860,0
7/23/22,569864429,6404405,0,636820,1287,0
7/24/22,570415520,6405438,0,551091,1033,0
7/25/22,571389219,6407386,0,973699,1948,0
7/26/22,572585879,6410303,0,1196660,2917,0
7/27/22,574012504,6413653,0,1426625,3350,0
7/28/22,575128637,6416416,0,1116133,2763,0
7/29/22,576504042,6419438,0,1375405,3022,0
7/30/22,577080293,6420533,0,576251,1095,0
7/31/22,577625050,6421448,0,544757,915,0
8/1/22,578498268,6423883,0,873218,2435,0
8/2/22,579688847,6426763,0,1190579,2880,0
8/3/22,580844327,6429907,0,1155480,3144,0
8/4/22,582298507,6433081,0,1454180,3174,0
8/5/22,583199840,6436031,0,901333,2950,0
8/6/22,584378161,6437762,0,1178321,1731,0
8/7/22,584876085,6438704,0,497924,942,0
8/8/22,585692322,6441006,0,816237,2302,0
8/9/22,586732558,6444566,0,1040236,3560,0
8/10/22,587759595,6447272,0,1027037,2706,0
8/11/22,588765069,6450479,0,1005474,3207,0
8/12/22,589518048,6453293,0,752979,2814,0
8/13/22,590154612,6454777,0,636564,1484,0
8/14/22,590615366,6455771,0,460754,994,0
8/15/22,591470649,6458166,0,855283,2395,0
8/16/22,592553956,6461602,0,1083307,3436,0
8/17/22,593544473,6464838,0,990517,3236,0
8/18/22,594489234,6467820,0,944761,2982,0
8/19/22,595290702,6470533,0,801468,2713,0
8/20/22,595865130,6471724,0,574428,1191,0
8/21/22,596349664,6473445,0,484534,1721,0
8/22/22,597060819,6474866,0,711155,1421,0
8/23/22,597949972,6477794,0,889153,2928,0
8/24/22,598834543,6480950,0,884571,3156,0
8/25/22,599699548,6483907,0,865005,2957,0
8/26/22,600401903,6486436,0,702355,2529,0
8/27/22,600854582,6487647,0,452679,1211,0
8/28/22,601260827,6488670,0,406245,1023,0
8/29/22,601837965,6490683,0,577138,2013,0
8/30/22,602585861,6493182,0,747896,2499,0
8/31/22,603339040,6496550,0,753179,3368,0
9/1/22,604018804,6499102,0,679764,2552,0
9/2/22,604676287,6501819,0,657483,2717,0
9/3/22,605052969,6502896,0,376682,1077,0
9/4/22,605423358,6504007,0,370389,1111,0
9/5/22,605881148,6505453,0,457790,1446,0
9/6/22,606554997,6507768,0,673849,2315,0
9/7/22,607171546,6509944,0,616549,2176,0
9/8/22,607755506,6512183,0,583960,2239,0
9/9/22,608281134,6514478,0,525628,2295,0
9/10/22,608594366,6515421,0,313232,943,0
9/11/22,608908659,6516207,0,314293,786,0
9/12/22,609393741,6517720,0,485082,1513,0
9/13/22,609942218,6519702,-1,548477,1982,0
9/14/22,610640243,6522032,-1,698025,2330,0
9/15/22,611251541,6524602,-1,611298,2570,0
9/16/22,611707437,6526611,-1,455896,2009,0
9/17/22,612002534,6527461,-1,295097,850,0
9/18/22,612257111,6528049,-1,254577,588,0
9/19/22,612673963,6529431,-1,416852,1382,0
9/20/22,613227572,6531261,-1,553609,1830,0
9/21/22,613745750,6533318,0,518178,2057,1
9/22/22,614365390,6535513,0,619640,2195,0
9/23/22,614883451,6537341,0,518061,1828,0
9/24/22,615148616,6538177,0,265165,836,0
9/25/22,615371539,6538685,0,222923,508,0
9/26/22,615794219,6540058,0,422680,1373,0
9/27/22,616393758,6541661,0,599539,1603,0
9/28/22,616943716,6544003,0,549958,2342,0
9/29/22,617587849,6546289,0,644133,2286,0
9/30/22,618060372,6547762,0,472523,1473,0
10/1/22,618301429,6548432,0,241057,670,0
10/2/22,618502138,6548998,0,200709,566,0
10/3/22,618822004,6550361,0,319866,1363,0
10/4/22,619422193,6551963,0,600189,1602,0
10/5/22,620005197,6554150,0,583004,2187,0
10/6/22,620645800,6556162,0,640603,2012,0
10/7/22,621221027,6557961,0,575227,1799,0
10/8/22,621440044,6558674,0,219017,713,0
10/9/22,621658996,6559308,0,218952,634,0
10/10/22,622112629,6560625,0,453633,1317,0
10/11/22,622802836,6562536,0,690207,1911,0
10/12/22,623353219,6564438,0,550383,1902,0
10/13/22,624016113,6566543,0,662894,2105,0
10/14/22,624494008,6568259,0,477895,1716,0
10/15/22,624712097,6569036,0,218089,777,0
10/16/22,624904267,6569584,0,192170,548,0
10/17/22,625380762,6571344,0,476495,1760,0
10/18/22,626009472,6573191,0,628710,1847,0
10/19/22,626536431,6575434,0,526959,2243,0
10/20/22,627131819,6577637,0,595388,2203,0
10/21/22,627563033,6579639,0,431214,2002,0
10/22/22,627745374,6580259,0,182341,620,0
10/23/22,627906174,6580853,0,160800,594,0
10/24/22,628292158,6582173,0,385984,1320,0
10/25/22,628887107,6584353,0,594949,2180,0
10/26/22,629354131,6586858,0,467024,2505,0
10/27/22,629825004,6588984,0,470873,2126,0
10/28/22,630188852,6590467,0,363848,1483,0
10/29/22,630387961,6591138,0,199109,671,0
10/30/22,630555274,6591741,0,167313,603,0
10/31/22,630855587,6592962,0,300313,1221,0
11/1/22,631257223,6595764,0,401636,2802,0
11/2/22,631605553,6597350,0,348330,1586,0
11/3/22,632099160,6599695,0,493607,2345,0
11/4/22,632543650,6601673,0,444490,1978,0
11/5/22,632744972,6602286,0,201322,613,0
11/6/22,632931615,6602830,0,186643,544,0
11/7/22,633236212,6603974,0,304597,1144,0
11/8/22,633687028,6605250,0,450816,1276,0
11/9/22,634121053,6607365,0,434025,2115,0
11/10/22,634581453,6609457,0,460400,2092,0
11/11/22,635069827,6611165,0,488374,1708,0
11/12/22,635312334,6611612,0,242507,447,0
11/13/22,635495843,6612117,0,183509,505,0
11/14/22,635842682,6613462,0,346839,1345,0
11/15/22,636346431,6614527,0,503749,1065,0
11/16/22,636832747,6616833,0,486316,2306,0
11/17/22,637312096,6618875,0,479349,2042,0
11/18/22,637942820,6621234,0,630724,2359,0
11/19/22,638190175,6621728,0,247355,494,0
11/20/22,638412606,6622317,0,222431,589,0
11/21/22,638754188,6623443,0,341582,1126,0
11/22/22,639328415,6625184,0,574227,1741,0
11/23/22,639919189,6627291,0,590774,2107,0
11/24/22,640339580,6628690,0,420391,1399,0
11/25/22,641037771,6630892,0,698191,2202,0
11/26/22,641308397,6631404,0,270626,512,0
11/27/22,641571858,6631994,0,263461,590,0
11/28/22,641977647,6633172,0,405789,1178,0
11/29/22,642708342,6634772,0,730695,1600,0
11/30/22,643244123,6636401,0,535781,1629,0
12/1/22,643950364,6638794,0,706241,2393,0
12/2/22,644711955,6641139,0,761591,2345,0
12/3/22,645011864,6641748,0,299909,609,0
12/4/22,645269011,6642384,0,257147,636,0
12/5/22,645774500,6643774,0,505489,1390,0
12/6/22,646399010,6645516,0,624510,1742,0
12/7/22,647032502,6647694,0,633492,2178,0
12/8/22,647841604,6650703,0,809102,3009,0
12/9/22,648512056,6652882,0,670452,2179,0
12/10/22,648786733,6653491,0,274677,609,0
12/11/22,649085967,6654152,0,299234,661,0
12/12/22,649658720,6655818,0,572753,1666,0
12/13/22,650436793,6657780,0,778073,1962,0
12/14/22,651122541,6660233,0,685748,2453,0
12/15/22,651873247,6663038,0,750706,2805,0
12/16/22,652605304,6665736,0,732057,2698,0
12/17/22,652905777,6666547,0,300473,811,0
12/18/22,653189501,6667338,0,283724,791,0
12/19/22,653775912,6669159,0,586411,1821,0
12/20/22,654484792,6671373,0,708880,2214,0
12/21/22,655205564,6673938,0,720772,2565,0
12/22/22,655963530,6676603,0,757966,2665,0
12/23/22,656604975,6679286,0,641445,2683,0
12/24/22,656949354,6680275,0,344379,989,0
12/25/22,657135648,6681140,0,186294,865,0
12/26/22,657655053,6682247,0,519405,1107,0
12/27/22,658309208,6684351,0,654155,2104,0
12/28/22,658946340,6687147,0,637132,2796,0
12/29/22,659617625,6690067,0,671285,2920,0
12/30/22,660199728,6692483,0,582103,2416,0
12/31/22,660463792,6693376,0,264064,893,0
1/1/23,660778387,6694422,0,314595,1046,0
1/2/23,661198108,6695785,0,419721,1363,0
1/3/23,661660893,6698027,0,462785,2242,0
1/4/23,662231345,6700950,0,570452,2923,0
1/5/23,662966595,6704613,0,735250,3663,0
1/6/23,663685449,6707751,0,718854,3138,0
1/7/23,664042494,6708702,0,357045,951,0
1/8/23,664369944,6709761,0,327450,1059,0
1/9/23,664718936,6711921,0,348992,2160,0
1/10/23,665113877,6714281,0,394941,2360,0
1/11/23,665620426,6717557,0,506549,3276,0
1/12/23,666097539,6720999,0,477113,3442,0
1/13/23,666533383,6723980,0,435844,2981,0
1/14/23,666754735,6724994,0,221352,1014,0
1/15/23,666951599,6785897,0,196864,60903,0
1/16/23,667166217,6787220,0,214618,1323,0
1/17/23,667518310,6789239,0,352093,2019,0
1/18/23,667896028,6792400,0,377718,3161,0
1/19/23,668220526,6796012,0,324498,3612,0
1/20/23,668562246,6799459,0,341720,3447,0
1/21/23,668715650,6812953,0,153404,13494,0
1/22/23,668830077,6813633,0,114427,680,0
1/23/23,669001131,6815188,0,171054,1555,0
1/24/23,669272951,6817236,0,271820,2048,0
1/25/23,669567171,6819539,0,294220,2303,0
1/26/23,669848920,6822660,0,281749,3121,0
1/27/23,670086844,6824464,0,237924,1804,0
1/28/23,670220207,6831519,0,133363,7055,0
1/29/23,670344054,6832256,0,123847,737,0
1/30/23,670503932,6833468,0,159878,1212,0
1/31/23,670734589,6835338,0,230657,1870,0
2/1/23,671032404,6838027,0,297815,2689,0
2/2/23,671291489,6840771,0,259085,2744,0
2/3/23,671529548,6843097,0,238059,2326,0
2/4/23,671632287,6847046,0,102739,3949,0
2/5/23,671721476,6847646,0,89189,600,0
2/6/23,671867463,6848667,0,145987,1021,0
2/7/23,672065240,6849942,0,197777,1275,0
2/8/23,672295338,6851942,0,230098,2000,0
2/9/23,672554241,6854280,0,258903,2338,0
2/10/23,672696324,6855413,0,142083,1133,0
2/11/23,672828531,6856046,0,132207,633,0
2/12/23,672906177,6856419,0,77646,373,0
2/13/23,673044131,6857217,0,137954,798,0
2/14/23,673237731,6858411,0,193600,1194,0
2/15/23,673477639,6859933,0,239908,1522,0
2/16/23,673685532,6862019,0,207893,2086,0
2/17/23,673878833,6863873,0,193301,1854,0
2/18/23,673969796,6864248,0,90963,375,0
2/19/23,674056229,6864711,0,86433,463,0
2/20/23,674143589,6865287,0,87360,576,0
2/21/23,674323721,6866088,0,180132,801,0
2/22/23,674569824,6867909,0,246103,1821,0
2/23/23,674790916,6869817,0,221092,1908,0
2/24/23,674933342,6870806,0,142426,989,0
2/25/23,674978793,6871024,0,45451,218,0
2/26/23,675044414,6871268,0,65621,244,0
2/27/23,675171439,6871808,0,127025,540,0
2/28/23,675322238,6872682,0,150799,874,0
3/1/23,675542852,6874463,0,220614,1781,0
3/2/23,675731911,6876031,0,189059,1568,0
3/3/23,675914580,6877325,0,182669,1294,0
3/4/23,675968775,6877601,0,54195,276,0
3/5/23,676024901,6877749,0,56126,148,0
3/6/23,676082941,6878115,0,58040,366,0
3/7/23,676213378,6879038,0,130437,923,0
3/8/23,676392824,6880483,0,179446,1445,0
3/9/23,676570149,6881802,0,177325,1319,0
